source_text,target_text,predicted,original
not the best hefe i have had but not bad at all. a lot of banana and wheat in the aroma and flavor. a little clove to finnish.,Positive,Positive,Positive
"above average for the style. grainy bread, lemongrass and mixed herbal flavors. a bit sour. light and crisp.",Neutral,Positive,Neutral
"bouteille 341 ml. cannette 355 ml. 710 ml. 4 . couleur jaune p le,mousse blanche. ar me deeuhun peu de c r ale. en bouche, mince et aqueuse. on boit a entre deux bi res pour s hydrater.",Neutral,Neutral,Neutral
"brown color, light malty fruity aroma and taste, medium body, malty finish.",Positive,Positive,Positive
"12oz bottle. aroma intense dark roasted, slightly bitter, coffee aroma. dark baker s chocolate, tobacco smoke. a slight milky creaminess in the nose. i could keep my nose in there forever. appearance oily black pour. no highlights. dark tan head was thick and creamy, but dissipated fairly quickly. good lacing. flavor alot of the flavors from the nose return in the flavor. dark coffee, cocoa, tobacco, a little milky sweetness. bitterness tastes more of roasted grains and cold coffee than hops. palate full bodied and creamy. moderate carbonation. slight astringency on sides of mouth. some alcohol warmth in back of the mouth. overall great beer that i wish was available year round. so much coffee! gives speedway stout a run for its money.",Positive,Positive,Positive
12 oz bottle pours yellow with a white head. aroma of sweet malt. taste of malt and a bit of hops.,Positive,Positive,Positive
"appearance cloudy and a bit dark golden color with a thick white head that leaves a fine lacing. aroma wheat, yeast, some herbal notes and banana. palate medium to full body. tad sweet and an ok bitterness. average to rich carbonation. taste wheat, malty, fruity, herbal, yeast and balanced mild banana. overall impression one of my top hefe weisse. personal stats bottle from systembolaget in str mstad, sweden",Positive,Positive,Positive
"carbonated water is all i pretty much have to say about this beer. some grainy malt flavor, but nothing else but a prickly soda water mouthfeel.",Negative,Negative,Negative
"hefes are a style that do not typically knock my socks off. this one stepped up to the plate and impressed the hell out of me. on draft at half time, poughkeepsie, ny. pours slighty turbid straw color. aroma of huge hopcit, malt, wheat, and gigantic bubblegum and banana. the individual flavors intermingled deliciously and naturally, as if they belonged together. no harshness here, just a smooth finish. marvelous complexity, smoothness, and taste. one of the best hefes i ve ever had, bar none.",Positive,Positive,Positive
"this is unique brew, a japanese brew of the dortmunder style. some dusty hop aroma. semi-sweet on a medium body with light medium effervescence. the pure white head is quick.",Positive,Positive,Positive
"i have yet to taste a jap beer that has any kind of balls, and sapporo most certainly its not one of them. very light beer with a bland after taste, the can is cool but i have to draw the line there.",Negative,Negative,Negative
"had this on tap at all that beer after capping a mad run at the bar-hopping thursday night event with my bud robert in seoul. nose of sweet wheat, citrus, and vanilla. the brew is sparkling hazy blonde. the tight uber creamy white head is mostly diminishing with good lace. mostly balanced with a high level of acidity and an accompanied tartness. the medium uber creamy body is soft to lively. the finish feels dry.",Positive,Positive,Positive
what a wonderful beer. my first beer love was aventinus so it is no wonder that i loved this concentrated version. it was everything i dreamed of with less alcohol taste than expected for 12 . weizen-bocks are amazing beers. i would really like to see a barrel aged version,Positive,Positive,Positive
pours an oj-like opaque golden yellow with sudsy white head. floral hop aroma and taste. extremely soft texture. notes can from ma. this beer is about 6 months old so i think it s lost some pop but it s still delicious.,Positive,Positive,Positive
bottle. brown beer with a thin beige head. lots of yeast floaties. fruity caramel aroma. big caramel flavor with lots of date fig plum. some alcohol present.,Positive,Positive,Positive
"can from total wine more, san antonio. cloudy yellow, stable, frothy, white head. aroma of peach, papaya, pineapple, tangerine, rambutan, bread crust, shallot, pepper, vague cheese. taste has sweet peach, pineapple mango, sourish citrus zest over doughy maltiness with spicy and softly dank notes. floral peppery hoppy finish, lingering pithy citrus, juicy stone fruit and onion. medium to full body, creamy texture, average carbonation. very satisfying brew, but not as surprising as the pseudo sue was when i first encountered that one.",Positive,Positive,Positive
"skunky aroma. low end of the totum pole. looks like pee. sort of bitter. besides that, if served super-cold, it s drinkable. not much else to say.",Negative,Negative,Negative
"can poured into a pint glass. sickly pale yellow with a watery white head that dissipates like cola fizz. doesn t really smell like anything, maybe a little sour corn. tastes like corn flavored perrier with a barley finish. watery and unpleasant. lots of carbonation, paper-thin body. drinkable when ice cold.",Negative,Negative,Negative
"the standard all-american pale ale. cottony white head and metallic-orange body with moderate-low carbonation and dense fine dry hop particles. bright, citrusy cascade hops in the nose when fresh. aroma also has an underbelly of fruity pale malt and a briny note. well-balanced citrusy spice and woodsy hoppiness and lightly toasted malt character in the flavor. nice medium bitter finish. freshness is essential. lifeless bottles of snpa are depressing. often the best beer readily available on tap in the southwestern u.s. and elsewhere. there seem to be very few beers brewed in such large quanities that still maintain decent quality like this one. on the flip side, this beer is so common that it can get boring.",Positive,Positive,Positive
botella. normal version or not this is sheyt! grainy indeed in aroma and flavour nada ni nada someting mild,Negative,Negative,Negative
"definitely not in the right state of mind to rate this brew. i had heard of this beer but i forgot it was so highly acclaimed. just saw it at the grocery store, with no price tag, and went for a bottleturned out to be 6 a bottle, not terrible if it is one of the best beers in the country. aroma is rich rich coffee milk. full bodied, creamy palate. super rich creamy coffee flavor. bourbon barrel aged aspect along with a strong alcohol presence, especially while rating from the fridge. overall it s a boozy coffee brew. super well crafted, rated from perspective of appreciation and not necessarlily enjoyment.",Positive,Positive,Positive
i get the same sensation from drinking seltzer water. the only satisfaction i get is being able to drink 12 of them and still walk a straight line.,Negative,Negative,Negative
"shared 50 cl can. pours the golden hazy with a fairly large white head. yeast, cloves and banana in the nose. taste follows the nose with some hints of citrus.",Positive,Positive,Positive
"mhmm thas what i m talkin bout . this is as extreme as it gets. brew pours black w a shallow creamy froth. recedes to reveal a few craters in it s canopy, like looking in on an ancient world of blackness. decent lacing. aromas of heavily roasted coffee and bitter cocoa. full nectar w soft residual effers. the texture is like melted chocolate. it just clings to my palate secreting into every mucus membrain. it s so thick it chokes me. thick malts w a heavy roast component. chunky bitter cocoa, heavily roasted coffee bean, charred cakebread, leather, iodine, pepper, and citrus rind. trace elements of black cherry and vanilla bean. the hop factor is moderate and mingles w the roast perfectly. the hops grab my attention at midpalate and digs in. the finish is decadent and long on flavor w a moderate bittering by velvety citrus rind. there is a ever-so-slight souring component here also. very thick and chewy. stand a spoon up in it.",Positive,Positive,Positive
coffee aroma with an espresso taste. rich dark color chocolate on the palate.,Positive,Positive,Positive
"yeah, this is pwater. nothing going on. oh yeah, carbonation. avoid at at costs.",Negative,Negative,Negative
"translucent yellow haze. large head with good retention. malt, wheat, lemon, and alcohol aroma. full bodied and creamy. initial taste is robust combination of malt wheat, but finish presents a wonderfully smooth mixture of lemon, banana and a wee bit of hop. quite good indeed.",Positive,Positive,Positive
"i guess i just dont like pilsners, i would only put this half a notch above bud.",Negative,Negative,Negative
"keg at the london craft beer festival. a black colour with a frothy mocha head. aroma of roasted malts, dark chocolate, coffee, slight vanilla, subtle smoke and some oatmeal. taste of roasted malts, dark chocolate, coffee, slight vanilla, subtle toffee and a little prune. full bodied and a smooth texture. a deep, roasted coffee bitterness in the finish. a full bodied, full on roasted coffee and chocolate stout, so rich and smooth too. these guys know how to brew a great stout.",Positive,Positive,Positive
this beer is what i call college or dirt poor beer or your first beer you will drink in your life cause its cheap as hell and taste cheap too. only buy and drink if your poor or want to get drunk and get a nasty hangover from hell and never drink again! nasty beer,Negative,Negative,Negative
"aroma of toasted malt, chocolate, and perhaps banana. almost opaque brown color with a beige head. rather thin bodied. the carbonation has some bite. the flavors are toasted malt, chocolate, and arguably some coriander. the finish is smooth, toasted malt, and light bitter. after a bit some spiciness, like dilute clove, erupts in the mouth. apparently it needs to be warmer than frig temperature, as banana also comes out after awhile. complexity develops.",Positive,Positive,Positive
"beer i guess. has a bit of corn grassy taste to it, mostly seemes like carbonated water.",Negative,Negative,Negative
"thanks to hogtownharry. appearance gorgeous , pitch black, thick tan head. aroma peat, malt, smoke, vanilla, almost a strawberry tone to it too. flavour milky, quite a lot of turf peat, toffee, sticky, a little boozy, beautiful chocolate milk with coffeeness to it. delicious.",Positive,Positive,Positive
"lots of fruit, not much carbonation. still an excellent beer! schneider weisse is still my fav, but paulaner hefe is wonderful and true to style!",Positive,Positive,Positive
"abv - 12 ibu - 70 .appearance jet black, creamy tan head. .aroma roasted coffee, roasted dark malt. dark fruits, sweet chocolate, caramel , burnt sugar. smells sweet, with a slight booziness - almost like a bourbon barrel aged beer. very nice aroma. .taste fresh coffee bean - a very nice refreshing coffee scent, not overpowering. notes of roasted malt, milk chocolate, raisins, caramel, burnt sugar. strong roasted flavors work into a subtle lingering bitterness. just enough bitterness to balance out the sip. .mouthfeel the aroma and flavor of this beer are top notch, but what truly stands out here is the mouthfeel. very full, rich and creamy. almost chewy in a sense. just awesome. easy drinking with a nice warming feel. .overall a. .bottom line top notch. complex flavor profile, not overpowered, but enhanced with a nice amount of roasted coffee. a very rich, velvety mouthfeel brings the beer to another level.",Positive,Positive,Positive
"0.33l bottle. classic hazy light yellow colour. almost no banana and bubble in the mouth, very dry with some spices and some faint pineapple notes. very refreshing but not too complex.",Positive,Positive,Positive
"blonde brillant hazy . floral scent. full body . balanced between citrus and banana. vanilla and mint. sweet , bread . good persistent. easy drinkable.",Positive,Positive,Positive
"bottle, honolulu. a little skunky, but it still goes down smooth, kind of. it is a good after work beer or with some light food",Negative,Negative,Negative
"bottle. very drinkable for an imperial stout. it is very full complex. it encompasses and keeps the palate engaged. pitch black with no head and only a little lace. smells of espresso, black coffee, a little milk chocolate biscuit and malt but only a little sweetness at first. nicely expressed flavors of very dark coffee, burnt chocolate, and dark roasty malt. it s moderately sweet and a touch lactic. both give way to a good hoppy bitterness. a nice creamy frothy mouthfeel dries quickly and ends with charcoal grit. i could see giving it higher marks if i hadn t had the kbs first which is considerably richer and deeper when drank side by side, making the bs in comparison seem dry and mostly dark roasted black coffee.",Positive,Positive,Positive
"pours a clear bubbly pale yellow with a thin amount of froathy white head. aroma is a bit grassy and corny and a tad sweet. flavor is slighty honey sweet and then typical pale lager touch of hops. overall, average.",Neutral,Negative,Neutral
"bright gold with white bubbly head that lasts for a little while until it recedes into a thin cover. some pleasant noble hops and some malt to balance it with only a touch of pepe le pieu. very little flavour that contains some hops and, unexpectedly, raisin and grain. no bitterness to speak of. light body and good carbonation level.",Positive,Positive,Positive
"this is probably my favorite hefe-weissbier largely because the citrus flavor is more mild than what is found in some of the others. it pours with an light and opaque amber color, culminating in a very large white head. the aroma features some mild citrus references, along with hints of bananas, wheat and clove. the sweetness in taste comes with citrus, caramel and bananas, but i ve never managed to find the clove flavor that is featured in the nose.",Positive,Positive,Positive
"can 16 oz thanks to slacker. pours a bit hazy orange with medium white head, nice reception. fruits, melon, apricot, mango, malts, citrus, a bit grass, grapefruit in the aftertaste. medium body and soft to average carbonation.",Positive,Positive,Positive
"given a choice between this and water, i choose water. in my opinion this is one of the worst beers out there. almost scored it one notch higher than bud lite but given that the light version tastes even more like water that is almost preferable. why do people drink this stuff?",Negative,Negative,Negative
didn t think bud could get any lighter,Negative,Negative,Negative
"initially slightly bitter, but quite good after that. i m rerating this thing. nice golden color, aroma is lovely and floral, and flavor is loaded with excellent saaz spiciness. every time i go to my favorite bar , i get this on tap. it sucks something awful in a bottle thoughskunk",Positive,Positive,Positive
"on draft in cleveland, oh. pours straw yellow with a big foamy white head. taste is wheat, banana, clove. i ve had this plenty of times in a bottle but fresh on draft is really the best.",Positive,Positive,Positive
sample at kc beerfest 10-22. comes pale yellow with a small white head. faint aroma of malt and grass. taste is metallic with some malt. average at best.,Neutral,Negative,Neutral
"this is a review of a green 284ml bottle brewed under license in the uk, best before oct 2008, drank in oct 2007. poured into a veltins pilsner glass, it looked like a lager should, clear, golden yellow and with a white head on top. the normal lager pilsner nothingness aroma. inbev promote this as a special expensive all singing and dancing lager that you are lucky to be able afford. in reality it is a run of the mill euro lager and no different to many many others which are cheaper. it tastes crisp and clean, again like a normal lager, nothing special at all. a unwanted dry aftertaste which knocks my drinkability score too.",Negative,Negative,Negative
"horrible brew from japan, i guess this is their version of bud, pissy light yellow color, very little head, smelled skunky, tasted pretty much like bubbly water, i m glad i had the chance to buy only a single can of this crap",Negative,Negative,Negative
"definitely the litmus test for pilseners. it s not the best, but it is consistent. in the bottle, you get a slightly metallic skunked off-flavor. it s weak, but it s present. on draft, that flavor isn t noticeable. this beer, compared to american offerings, is not what i would call intensely hoppy , but it finishes well, if slightly soft and sweet.",Positive,Negative,Positive
"overall impression probably the standard example of what i think of in the german hefe style. it is a nice beer, and a good representative for this style for sure.",Positive,Positive,Positive
"bottle pours a clear gold with a quicky diminishing white head. aroma is slight, but there is some corn syrup malt, and a hint of grass. flavor is too sweet, with tons of corn syrup. no hop presence",Positive,Negative,Positive
"this has to be the most watered down beer i ve ever had. almost no flavor makes this beer extremely easy to drink, water straw hay and no bitterness.",Negative,Negative,Negative
"light golden body with a thin white head, a bit of a metallic taste and a similarly unpleasant aftertaste. worse than most mass market lagers.",Negative,Negative,Negative
"750ml bottle at beerfox riga. pours clear golden, medium sized white head stays. aroma is grassy, acidy, green apples, vinegar. taste is sour at first, green apples, lime, some vinegar. very refreshing, not sour, aftertaste. well balanced, fizzy carbo, medium body. amazing!",Positive,Positive,Positive
"nice caramel color with good, off-white head. creamy and smooth with just the right amount of malt and hops. a very good ipa.",Positive,Positive,Positive
"cloudy orange colour, fine head, corn and orange aroma, sweet with a hint of acidity",Positive,Positive,Positive
1 word nasty but id drink it for free i dont like it i wouldnt spend a dime on the stuff cans are even worst,Negative,Negative,Negative
"bonus bottle courtesy of emacgee. pours a murky brown color with a trim beige head. laden with sediment. smells and tastes of prunes, orange rind, cinnamon, and wheat. syruppy in texture. does a fine job covering the abv, but not with the most balanced or appealing of flavors.",Positive,Positive,Positive
nothing premium about it except for it advertising - pretty standard - light malt and bitterness. its amazing how crappy beer gets pushed,Negative,Negative,Negative
bottle. golden color. big head. hoppy aroma. very nice hops. bit dry but not that bitter. very good.,Positive,Positive,Positive
the american classic. only in the usa could you can pee and make millionscourse look at the success of nascarjust kidding guys.poured one finger of foam that disappeared in a matter of seconds. looks and tastes like dirty water. leaves a sticky unpleasant coating on my tongue,Negative,Negative,Negative
"probably not the best one to comment on this since i don t generally drink wits, but this is nice. pours a nice hazy gold with a dense white head. clear yeasty aroma and a nice balanced flavor with a creamy, smooth body. refreshing.",Positive,Positive,Positive
smooth witbeer.taste like bubbles swimming in the mouth.a little bit of hops.,Negative,Positive,Negative
"pours a cloudy pale yellow of a hue that almost glows. respectable fluffy whilte head. nice looking beer. banana and cheese aromas with a hint of lime. smooth yet lively texture. again, a banana aspect is noticable in the flavor, and there s something about the taste and texture that reminds me of ice cream. aroma and flavor is neither too string nor weak, a good balance. overall, a pretty decent weiss.",Positive,Positive,Positive
very good. smooth and sweet with good coffee and slight chocolate notes. pleasant malty-nessit lived up to the hype.,Positive,Positive,Positive
"gold color, aroma of grain, corn, tastes of grain, corn, skunk, theres a reason bums drink this",Negative,Negative,Negative
american piss water at its finest shouldnt even be allowed to be called a beer let alone the king of beers. budweiser budvar the czech company they stole the name from has a beer that is truly the beer of kings drink that instead,Negative,Negative,Negative
"bottle from backlog notes 07 08. pours a hazy orange golden color with a large off white head. the aroma and flavor have the standard hefe stuff going on lemon citrus, banana, clove, wheat malt, light sweetness, and mild peppery spices, lighter bodied. not exciting.",Positive,Positive,Positive
pale gold in color with a decent head and a vague spicy aroma that may have just been the aftershave i splashed on this morning. to me this beer seemed even more light than american lo-cals and it was easier to just imagine flavor than to actually find any.,Negative,Negative,Negative
aroma fruity great appearance gold amber taste malty fruity palate medium body clean finish on the way to barcelona beach,Positive,Positive,Positive
"very nice, grassy, and hoppy american pale ale with a fine dry finish. however, i found the aroma a bit uninteresting. quite easy to drink",Positive,Positive,Positive
"poured obsidian in an ipa glass with thin, dense head that persists. aroma thickly vanilla bean and strong coffee, with roasted caramels and abundant chocolate. light body and plenty of flavor surprise, starting with chocolate malts and migrating into rich bourbon. this is more than a bourbon flavored stout, it s more or less halfway between a bourbon and a stout. lingers with both alcohol burn and vanilla, which is a pleasant way to go. ---rated via beer buddy for iphone",Positive,Positive,Positive
"dark yellow, very hazy. big head. aroma is full of cloves. pretty big body and an explosion of flavor.",Positive,Positive,Positive
bottle at home thanks to fonefan for this brown very sweet caramel malt slightly smokey little banana and spices little yeast nose thick syrupy mouthfeel sweet banana dark fruits and raisins light spice mostly cloves alcohol does seem to show quite heavily keg at salty sept 2019deep red brown thin tan lacing soft sweet caramel toffee fruit soft sweet caramel toffee fruit juicy sweet caramel woody toffee fruit light soft caramel toffee fruit soft sweet caramel toffee malts big caramel sweet toffee juicy toffee malts 4.0 bottle at home april 2019 2012 vintage deep brown thin tan lacing soft sweet caramelised woody toffee chocolate roast malts nose light cardboard sweet malts big sweet caramel toffee woody malts rich malts 3.9 bottle at home bbf 2014dark brown thin tan lacing soft sweet meaty fruity nose soft caramel toffee chocolate malts rich dark yeasty ovation blackcurrant yeasty malts soft sweet bonfire toffee 3.9,Positive,Positive,Positive
"herbs, citrus, banana, clove, ginger, vanilla, very, very dry. quite the experience to say the least. really depends on personal taste, but its worth a try. aroma is the best part.",Positive,Positive,Positive
"33cl. bottle. poors clear yellow with white head. aroma malts, little grass. taste is little bitter, iron, little sweet. mouth-feel thin. ok lager.",Negative,Negative,Negative
"bottle. aroma- great and intensive combination of overripe bananas, clove and subtle caramel. amber, hazy, with a medium, but short-lasting head. taste- classy bananas with clove and subtle sourness at the end. smooth, medium-bodied, with a high carbonation. it would be a perfect weizen with better look.",Positive,Positive,Positive
"since this is virtually indecipherable from other macro lights in the way of sparkling corn water, i will rate it as a sport beer--a beer that is consumed the majority of the time in accompaniment or as a component of a form of competition. i feel that it is comparable to coors or miller light and will get the job done just as fast. i do, however, feel it is a step above keystone light or natural light, for example. so when it comes to upscale drinking tournaments, go for bud light!",Negative,Negative,Negative
"little aroma, extremely watered down. not nearly as good as the comparable coors original and i won t even start to compare it to micros. on the plus side, has a very appealing head. however, i have heard rumors of how a-b might be accomplishing that and its not to appeasing. not worth the jacked up price a-b charges for budweisersince they see market it as the king of beers and the american public has yet to wise up.",Negative,Negative,Negative
"16 oz can, big time! light yellow with a foamy head. sweet tasting, corn based. not repulsive but bland.",Negative,Negative,Negative
"been enjoying this classic for years time to do the rating. nice pour from bottle into tall tasting glass. light white-yellow with the characteristic haze. aroma is light citrus and a very slight touch of belgian yeasty goodness. flavor similar--everything very subtle, especially after going through a years-long circuit of bigger, funkier, sour-er belgian beers. highly accessible--one of the best ways to get introduced to belgian beer, and also a classic refresher.",Positive,Positive,Positive
"way better than a typical lager. hoppy flavour and very refrshing, although i dont think its as great as some make it out to be.",Negative,Negative,Negative
"while this isnt something to shit your pants over, it was quite good for a hefe and is one of the most popular ones in germany for a reason much better than most of the stuff out there",Negative,Negative,Negative
"pours unclear filthy amber . smell is rotten tomato . taste is tomatojuice, with a bitter aspect and a spicy finish . light mouthfeel . it had a radler aspect to it as well . i saw people puking over this . thats why it turned a want . its pretty damn bad , but not groce as in i got to puke off of it",Negative,Negative,Negative
another crappy beer i have hadnot good for anything but getting drunk. don t use it for anything else.,Negative,Negative,Negative
"bottle 33 cl. poured goldenbronze colour with fluffy white head. aroma is fruity, hoppy and citrusy. reminds of tropical fruits, very fresh too. flavour is grass, hops and citrus. nice balance between sweet and bitter.",Positive,Positive,Positive
holy headache. every time i pound these which is rare i wake up with a baseball bat against my skull aweful beer mmmm not tasty,Negative,Negative,Negative
"yes the head is creamy and great, but this stuff is like drinking dark, flat beerwater. i m not giving up on it, i heard it taste way better at the taps in ireland.",Negative,Negative,Negative
16 oz dose.sch nes absturzbier! metallischer getreideduft. w sseriger geschack.,Positive,Positive,Positive
"this is one of the most beautiful stouts i have seen. it pours a deep black body with a dark tan head that leaves awesome lacing behind. the aroma is of coffee, with a bit of a chocolate in the back. it tastes sweet like chocolate and followed by a awesome coffee finish. the oatmeal in this beer really makes this beer smooth on the palate and super drinkable. this is not a sipper just because you cant put it down. thanks ksurkin for the samples!",Positive,Positive,Positive
bottle with widget . pours a solid black darker than coffee. thick tan head lasts through most of drink. smell is one-dimensional and malty. thin mouthfeel with no carbonation. served ice-cold is relatively tasteless. as it warms a more bitter taste comes through. i enjoy drinking this beer with chicken wings.,Positive,Positive,Positive
"bottle @ la tortula a clear colored weizenbock, full of aroma and flavour. a great refreshing beer.",Positive,Positive,Positive
"aroma is somewhat lacking and skunky. appearance is golden, clear with fizzy white head. light, bitter taste with an unpleasant aftertaste.",Negative,Negative,Negative
"not a big fan. poured a murky brown it only a touch of brown head. nose and taste was of wet cardboard, dark fruits, malts, almost no hop profile at all. the mouth feel is a bit over carbonated. i hope this was just a bad bottle but i can only rate what i have in front of me. ---rated via beer buddy for iphone",Negative,Negative,Negative
"an old standby, lots of fun to drink",Positive,Positive,Positive
"335ml bottle from waitrose as part of a 3 beers for 5 offer. dated as best before 01 2022. served fridge cold into a tumbler. the beer pours a proud dark amber colour with a two finger orange hued head. uniform and thick. medium level aroma of citrus pith, floral hops and caramel. bittersweet. the taste follows the aroma. more of the caramel notes than i was expecting making this beer nicely balanced. more bitter citrus as it warms. nice length on the finish, bittersweet in the mouth, more citrus skin on the palate. a decent beer. nicely rounded.",Positive,Positive,Positive
"super dark pour with a small, near brown head that is gone in a flash and only leaves a thin galaxy swirl atop the beer and little if any lacing. the initial aroma is chocolate. that s followed by mild coffee and definite bourbon. the flavor is chocolate with mild coffee and some nice bourbon. the bourbon melds nicely with the coffee and chocolate, but this beer isn t as dramatic as regular breakfast stout imho. i found it to be a very drinkable, very well made beer that didn t have the aggressive stance found in bs, it was more relaxed, more sophisticated. the mouthfeel was very nice and the alcohol didn t assert itself at all.",Positive,Positive,Positive
roast with lots of coffee dark chocolate. nice hop bitterness to balance the richness,Positive,Positive,Positive
nice and strong and warm alcohol presence combined with a malty and smooth coffee taste. toasted sweet caramel flavors balanced with deep chocolate. pitch black and toasted head the brew is complex with a wonderfully full body. a real treat! description is to be believed.,Positive,Positive,Positive
"single purchased at rozi s in lakewood. the aroma is a strong roasted coffee and chocolate scent with a hint of vanilla. the flavor is smooth, crisp and with a semi-dry roasted chocolate finish. the scent is considerably more memorable than the flavor, but it is all quite enjoyable and not too much of a beer, very drinkable.",Positive,Positive,Positive
traditional beer golden orange color. smooth and hydrating mouth feel that travels in waves and silkens your mouth as it passes leaving a brink of bitterness in a medium aftertaste which is maybe a tad too strong for my liking. beautiful.,Positive,Positive,Positive
"pours a nice, golden color with mild carbonation. mouthfeel is a bit thin. a bitt hoppy for a pale ale, but very enjoyable. another fine effort from a great brewer.",Positive,Positive,Positive
"bottle 50 cl. yellow with amber, hazy, lush white foam. aroma spicy, clove, banana, lollipops and rolls. highly carbonated taste, banana, lollipops, a little cloves, light sweetness, interesting wheat beer.",Positive,Positive,Positive
"from notes concentrated aromatics. aromas and flavors of soy, inky vanilla, concentrated coffee, and turned earth. dark concentrated fruit. smooth, with super fine carbonation. concentrated without being heavy or thick. 12 abv is well hidden. a quality brew. --- tasted while on a long journey to understand the world around me",Positive,Positive,Positive
"12 oz. bottle. oil black pour, thick tan head, nice lace. strong coffee aroma on the nose, not much else comes through. coffee, chocolate, hops in the initial taste. mouthfeel is very good, feels like chocolate is melting in the mouth and surrounding the tongue in warmth. slittly bitter in the finish. very, very good.",Positive,Positive,Positive
"among the best hefeweizens, even though it took quite a while to get used to the unfiltered part.",Positive,Negative,Positive
"poured with a llght head and a bit o lace. almost no aroma. some body and and bitterness to give it character which it sorely needs. not a lot there otherwise. having this one from a can in my room at the new asia hotel, shanghai",Positive,Negative,Positive
"bottle tap 7. hazy amber body with a large creme white head. aroma is wheat, fruit banana. flavor iswheat, fruit, orange and banana. quite boring.",Positive,Positive,Positive
strong coffee aroma. some chocolate aroma. dark but very clear. taste the coffee up front. less chocolate in the flavor profile. some hops. don t care for the heavy coffee. ---rated via beer buddy for iphone,Positive,Positive,Positive
"terrible beer. no body, no flavor and just plain awful. smells bad looks bad and the after taste was scummy. i would not recommend this beer to anybody or would i ever drink it again. about the only thing it s worth is the cool green bottle and logo.",Negative,Negative,Negative
"bottle. greenish-golden, mid-sized lacy white head. bisquity to pale-malty nose, light to medium bodied, quite soft mf, light to moderate bitter-sweet flavour. short grainy-bitter finish. o.k.",Positive,Positive,Positive
"pours a clean yellow, thousands of tiny bubbles flow constantly upwards. . . head never goes away - sweet malty aroma, not bad here, but there is a distinct lack of flavour, too bad.",Positive,Negative,Positive
"if you ve ever wondered what alcohalic water tastes like here s your answer. i ll drink it, but only if nothing else is available.",Negative,Negative,Negative
"there s some pretty bad variations if it isn t brewed in holland, but the export version is very good lager.",Negative,Negative,Negative
"got my most recent 4-pack less than two weeks from the brew date. i couldn t wait and ended up finishing the pack within 3-weeks from brew date. i m going to try to buy another 4-pack and drink one every 3-months, so the last one dates a year from brew date. wish me dicipline",Negative,Negative,Negative
"look at that presentation big rocky head. smokey coriander, a bit of banana, and errr well a bit like the american breakfast cereal wheaties. and that s a good thing.",Positive,Positive,Positive
"quite good, seemed a bit thin though. i had the extra stout a while back, i don t remember much except i like this better.",Negative,Negative,Negative
bottle from netto. pours very light yellow with a white head. aroma and taste is malty and grainy. light body. nice bottle of water.,Positive,Negative,Positive
"very pretty dark rose color to this belgian. the flavor was fruity and slightly bitter, went down without much bite.",Positive,Positive,Positive
"aroma chocolate, coffee, nuts, toast, appearance black, clear, brown foam, taste medium sweetness, medium bitterness, lightly sour, palate full body, sticky, soft carbonation, long finish,",Positive,Positive,Positive
"while i suspect my palate is unrefined, i simply couldn t get much beyond a simple wit here. try as i might, i can t taste more than a tiny hint of spice orange. otherwise good.",Negative,Negative,Negative
"clear, dark ruby-brown colour, creamy off-white head. aroma is mainly coffee and chocolate, with a hint of hazelnut. flavour of roasted malts and coffee, light chocolate, nuts and herbal hops. smooth carbonation, watery palate, dry roasted-bitter finish.",Positive,Positive,Positive
"this beer is better than most in the same price range, how ever this certainly is not a great beer.",Negative,Negative,Negative
"complex palate, the high alcohol content is masked exceedingly well. has an almost tart finish. great stout.",Positive,Positive,Positive
"750ml bottle. pours an opaque black, with a medium tan head, which lasts well and leaves good lacing. creamy dark chocolate and bitter, slightly fruity coffee mix with praline, herbal hops and a touch of alcoholic warmth to create the aroma. bittersweet herbal hops up front mix with smooth, nutty praline. bitter dark chocolate and dark, bittersweet coffee combine with more praline in a silky smooth mid-palate. hazelnut, irish cream and bittersweet coffee come through in a smooth finish, which leaves a lingering warmth. this is a beer as excellent as its reputation suggests, with a level of restraint and subtlety not common in imperial stouts. its coffee and dark chocolate flavours are nicely unified by the nutty praline flavour that runs through it and gives it weight and line. a lovely imperial stout indeed.",Positive,Positive,Positive
"can, 0.50l. clear golden color with thick white head and average visible carbonation. aroma of malt, grassy hops and cereals. flavor is mainly of grainy malt with dry and crisp mouthfeel and lingering bitterness in the finish. medium body, slick texture and lively carbonation in palate. classic czech thirst killer",Positive,Positive,Positive
"330ml bottle, 5.1 a v gift from a friend pours light gold, with a decent white head. smells exactly like corona, same skunky, slightly hoppy smell. tastes sweet, with a bit of a fruitness and a hit of citrus, fairly watery beer. aftertaste however is pretty clean which is good.",Neutral,Negative,Neutral
"aroma is sweet oranges. flavor reminds me a lot of hacker pschorr, but is slightly more bitter and thus has a slightly lower rating.",Positive,Positive,Positive
"well, that was shitty. if my health ever declines to the point that i m desperate enough to drink 55 calorie beer, i ll just quit drinking.",Negative,Negative,Negative
"extremely pale hazy yellow in the glass . pure white head. aroma of citrus fruit and spice. vibrant, fine carbonation. refreshing.",Positive,Positive,Positive
"pours black with a large mocha head. aroma is blackcurrant, some smoke, slight vinous. taste is a smooth dark fruit, gaining in bitterness, some smoke towards the finish. finishing with a lingering bitterness. medium carbonation, medium bodied. nice!",Positive,Positive,Positive
"smell of lemon, coriander. cloudy lemon colour, high white head. aroma of malt, coriander, yeast, lemon. medium sweet. stinging. lively carbon.",Positive,Positive,Positive
